Giá nhà,Diện tích (m^2),Khu vực,Mô tả vị trí,Mặt tiền (m),Số phòng ngủ,WC
3.15 Tỷ,61,"Phường Bình Thuận, Quận Hải Châu",Nhà trong ngõ,5,3.0,2.0
3.52 Tỷ,67,"Phường Thạch Thang, Quận Hải Châu",Nhà trong ngõ,4,3.0,3.0
3.6 Tỷ,68,"Phường Thạch Thang, Quận Hải Châu",Nhà trong ngõ,5,3.0,3.0
3.6 Tỷ,67,"Phường Thạch Thang, Quận Hải Châu",Nhà trong ngõ,4,3.0,3.0
4.7 Tỷ,66,"Phường Thuận Phước, Quận Hải Châu",Nhà trong ngõ,6,3.0,4.0
3.75 Tỷ,65,"Phường Xuân Hà, Quận Thanh Khê",Nhà trong ngõ,4,3.0,3.0
3.18 Tỷ,60,"Phường Bình Thuận, Quận Hải Châu",Nhà mặt phố,5,3.0,2.0
4.7 Tỷ,68,"Phường Thuận Phước, Quận Hải Châu",Nhà mặt phố,5,3.0,3.0
3.1 Tỷ,55,"Phường Thanh Bình, Quận Hải Châu",Nhà đất thổ cư,4,3.0,2.0
3.15 Tỷ,56,"Phường Thanh Bình, Quận Hải Châu",Nhà đất thổ cư,4,3.0,2.0
2.56 Tỷ,52,"Phường Hòa Thuận Đông, Quận Hải Châu",Nhà mặt phố,4,2.0,2.0
2.6 Tỷ,52,"Phường Bình Thuận, Quận Hải Châu",Nhà mặt phố,4,2.0,2.0
17 Tỷ,230,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà mặt phố,9,,
17 Tỷ,230,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà mặt phố,9,7.0,8.0
3.35 Tỷ,70,"Phường Hòa Minh, Quận Liên Chiểu",Nhà trong ngõ,4,,
5.5 Tỷ,105,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà mặt phố,5,,
12 Tỷ,120,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà mặt phố,12,9.0,6.0
2.68 Tỷ,51,", Quận Thanh Khê",Nhà đất thổ cư,4,3.0,3.0
2.9 Tỷ,50,"Phường Thanh Khê Đông, Quận Thanh Khê",Căn hộ chung cư,5,1.0,1.0
3 Tỷ,54,"Phường An Khê, Quận Thanh Khê",Căn hộ chung cư,6,1.0,1.0
2.96 Tỷ,54,"Phường An Khê, Quận Thanh Khê",Căn hộ chung cư,5,1.0,1.0
5 Tỷ,82,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Căn hộ chung cư,13,,2.0
5.2 Tỷ,60,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà đất thổ cư,4,2.0,2.0
20.9 Tỷ,182,", Quận Ngũ Hành Sơn","Nhà biệt thự, liền kề",10,4.0,5.0
2.6 Tỷ,50,"Phường Nại Hiên Đông, Quận Sơn Trà",Nhà mặt phố,4,2.0,2.0
61 Triệu,129,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà mặt phố,6,3.0,3.0
3.7 Tỷ,97,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà trong ngõ,5,3.0,2.0
3.8 Tỷ,97,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà trong ngõ,5,3.0,2.0
6.45 Tỷ,100,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà đất thổ cư,3,3.0,1.0
3.55 Tỷ,71,", Quận Liên Chiểu",Nhà đất thổ cư,4,3.0,4.0
2.57 Tỷ,52,"Phường Hòa Thuận Đông, Quận Hải Châu",Nhà trong ngõ,4,2.0,2.0
4.7 Tỷ,68,"Phường Thuận Phước, Quận Hải Châu",Nhà đất thổ cư,5,3.0,3.0
4.25 Tỷ,71,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà mặt phố,5,3.0,3.0
3.2 Tỷ,62,"Phường Bình Thuận, Quận Hải Châu",Nhà mặt phố,5,2.0,2.0
5.1 Tỷ,90,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",Nhà đất thổ cư,5,3.0,4.0
15 Tỷ,212,"Phường An Hải Đông, Quận Sơn Trà",Nhà mặt phố,10,2.0,2.0
3.6 Tỷ,67,"Phường Thọ Quang, Quận Sơn Trà",Nhà trong ngõ,5,2.0,2.0
2.57 Tỷ,52,"Phường Hòa Thuận Đông, Quận Hải Châu",Nhà mặt phố,4,2.0,2.0
3.2 Tỷ,60,"Phường Bình Hiên, Quận Hải Châu",Nhà trong ngõ,7,4.0,5.0
9 Tỷ,100,"Phường Tam Thuận, Quận Thanh Khê",Nhà đất thổ cư,5,3.0,3.0
8.6 Tỷ,125,"Phường Hòa Minh, Quận Liên Chiểu",Nhà đất thổ cư,8,3.0,3.0
4.2 Tỷ,85,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,5,3.0,3.0
4.1 Tỷ,138,"Phường Hòa Khê, Quận Thanh Khê",Nhà mặt phố,5,3.0,3.0
4.8 Tỷ,92,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,5,2.0,1.0
6 Tỷ,100,"Phường An Hải Tây, Quận Sơn Trà",Nhà mặt phố,5,,
1450 Tỷ,102,"Phường Hòa Thuận Đông, Quận Hải Châu",Nhà mặt phố,5,4.0,4.0
6 Tỷ,100,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,5,,
4.5 Tỷ,64,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà đất thổ cư,5,4.0,2.0
3.4 Tỷ,82,"Phường Phước Mỹ, Quận Sơn Trà",Nhà đất thổ cư,5,4.0,2.0
6.5 Tỷ,100,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà trong ngõ,5,6.0,6.0
4.6 Tỷ,65,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,5,4.0,4.0
4.6 Tỷ,79,"Phường An Hải Bắc, Quận Sơn Trà",Nhà đất thổ cư,5,4.0,4.0
4 Tỷ,68,"Phường An Hải Bắc, Quận Sơn Trà",Nhà đất thổ cư,5,4.0,
4.7 Tỷ,100,"Phường An Hải Đông, Quận Sơn Trà",Nhà trong ngõ,5,3.0,2.0
4.6 Tỷ,76,"Phường An Hải Đông, Quận Sơn Trà",Nhà đất thổ cư,5,4.0,3.0
3 Tỷ,60,"Phường An Hải Đông, Quận Sơn Trà",Nhà mặt phố,5,3.0,2.0
3.8 Tỷ,95,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà mặt phố,11,,
3.55 Tỷ,70,"Phường Hòa Minh, Quận Liên Chiểu",Nhà đất thổ cư,4,3.0,3.0
4.3 Tỷ,52,"Phường Tam Thuận, Quận Thanh Khê",Nhà trong ngõ,5,4.0,4.0
4.5 Tỷ,100,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",Nhà mặt phố,5,3.0,3.0
4 Tỷ,65,"Phường Chính Gián, Quận Thanh Khê",Nhà trong ngõ,4,4.0,4.0
5600 Tỷ,250,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu","Nhà biệt thự, liền kề",10,,
4.33 Tỷ,52,"Phường An Khê, Quận Thanh Khê",Nhà trong ngõ,5,4.0,4.0
4.6 Tỷ,65,"Phường An Hải Bắc, Quận Sơn Trà",Nhà trong ngõ,5,4.0,4.0
1.6 Tỷ,50,"Phường Thanh Khê Đông, Quận Thanh Khê",Nhà trong ngõ,4,2.0,1.0
2 Tỷ,90,"Phường Hòa Khê, Quận Thanh Khê",Nhà trong ngõ,5,6.0,2.0
1.79 Tỷ,57,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",Căn hộ chung cư,6,,
5.51 Tỷ,95,"Phường An Hải Bắc, Quận Sơn Trà",Nhà trong ngõ,5,,
3 Tỷ,90,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,5,,
110 Triệu,1504,"Phường Bình Thuận, Quận Hải Châu",Căn hộ chung cư,7,2.0,2.0
3790 Tỷ,52,"Phường Hòa Thuận Tây, Quận Hải Châu",Nhà mặt phố,4,3.0,3.0
3 Tỷ,44,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,4,3.0,3.0
3 Tỷ,43,"Phường Vĩnh Trung, Quận Thanh Khê",Nhà trong ngõ,6,2.0,2.0
21.6 Tỷ,200,"Phường Hòa Cường Nam, Quận Hải Châu","Nhà biệt thự, liền kề",8,4.0,4.0
1.2 Tỷ,811,"Xã Hòa Khương, Huyện Hòa Vang","Nhà biệt thự, liền kề",5,2.0,2.0
2.6 Tỷ,60,"Phường Xuân Hà, Quận Thanh Khê",Nhà trong ngõ,6,2.0,
9.5 Tỷ,95,"Phường Thanh Bình, Quận Hải Châu",Nhà mặt phố,5,5.0,3.0
4 Tỷ,65,"Phường Mỹ An, Quận Ngũ Hành Sơn",Condotel,23,2.0,2.0
5.4 Tỷ,125,"Phường Hòa Minh, Quận Liên Chiểu",Nhà mặt phố,5,4.0,4.0
12.5 Tỷ,70,"Phường Thanh Bình, Quận Hải Châu",Nhà mặt phố,10,,
2.25 Tỷ,66,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà trong ngõ,5,2.0,
4.2 Tỷ,100,"Phường Hòa Quý, Quận Ngũ Hành Sơn",Nhà mặt phố,5,3.0,3.0
20.1 Tỷ,350,"Phường Phước Mỹ, Quận Sơn Trà",Nhà mặt phố,15,3.0,3.0
13.8 Tỷ,70,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,5.0
3.3 Tỷ,100,"Phường Hòa Phát, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,2.0
3.5 Tỷ,75,"Phường Hòa Phát, Quận Cẩm Lệ",Nhà mặt phố,5,,
13.8 Tỷ,70,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,5.0
3.85 Tỷ,44,"Phường Thạch Thang, Quận Hải Châu",Nhà đất thổ cư,4,3.0,3.0
4.2 Tỷ,180,"Phường Thanh Khê Đông, Quận Thanh Khê","Nhà biệt thự, liền kề",4,4.0,5.0
3.95 Tỷ,65,"Phường Hòa Khê, Quận Thanh Khê",Nhà mặt phố,4,3.0,3.0
2.6 Tỷ,120,"Phường Hòa Khánh Bắc, Quận Liên Chiểu",Nhà mặt phố,5,2.0,1.0
4.25 Tỷ,120,"Phường Hòa Khánh Bắc, Quận Liên Chiểu",Nhà trong ngõ,10,,
4.9 Tỷ,100,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,4.0
16 Tỷ,75,"Phường Chính Gián, Quận Thanh Khê",Nhà mặt phố,4,3.0,3.0
7.8 Tỷ,150,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà mặt phố,7,4.0,3.0
2.68 Tỷ,45,"Phường Thạc Gián, Quận Thanh Khê",Nhà trong ngõ,4,2.0,2.0
4.6 Tỷ,197,"Phường Thanh Khê Đông, Quận Thanh Khê",Nhà mặt phố,5,4.0,5.0
3.8 Tỷ,100,"Phường Hòa Quý, Quận Ngũ Hành Sơn",Nhà đất thổ cư,5,3.0,3.0
5.5 Tỷ,88,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,4.0,4.0
5.25 Tỷ,60,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà mặt phố,5,2.0,3.0
14.5 Tỷ,180,"Phường Hòa An, Quận Cẩm Lệ",Nhà mặt phố,4,5.0,5.0
11 Tỷ,200,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà đất thổ cư,8,3.0,2.0
4 Tỷ,59,"Phường Tam Thuận, Quận Thanh Khê",Nhà đất thổ cư,6,3.0,3.0
4 Tỷ,59,"Phường Tam Thuận, Quận Thanh Khê",Nhà đất thổ cư,6,4.0,3.0
8.7 Tỷ,160,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,6,4.0,3.0
3.29 Tỷ,70,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",Nhà trong ngõ,4,2.0,3.0
2.55 Tỷ,137,"Phường Hòa Khánh Bắc, Quận Liên Chiểu",Nhà đất thổ cư,5,2.0,1.0
3.63 Tỷ,150,"Phường Hòa Khánh Bắc, Quận Liên Chiểu",Nhà mặt phố,4,4.0,2.0
4.2 Tỷ,75,"Phường Hải Châu II, Quận Hải Châu",Nhà trong ngõ,5,3.0,3.0
15.9 Tỷ,106,"Phường Xuân Hà, Quận Thanh Khê",Nhà mặt phố,9,2.0,2.0
4 Tỷ,72,", Quận Liên Chiểu",Nhà mặt phố,4,3.0,
2.7 Tỷ,93,", Quận Liên Chiểu",Nhà trong ngõ,4,3.0,2.0
11 Tỷ,110,"Phường Mỹ An, Quận Ngũ Hành Sơn",Nhà mặt phố,5,,
12 Tỷ,88,"Phường An Hải Bắc, Quận Sơn Trà","Nhà biệt thự, liền kề",5,11.0,11.0
4.5 Tỷ,100,"Phường Hòa Quý, Quận Ngũ Hành Sơn","Nhà biệt thự, liền kề",5,,
4 Tỷ,51,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,4,2.0,2.0
4 Tỷ,51,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,4,3.0,2.0
32 Tỷ,530,"Phường Hòa Hải, Quận Ngũ Hành Sơn","Nhà biệt thự, liền kề",20,4.0,4.0
13.5 Tỷ,200,"Phường Hòa Thọ Đông, Quận Cẩm Lệ",Nhà mặt phố,10,3.0,2.0
97 Triệu,850,"Phường Hòa Hải, Quận Ngũ Hành Sơn","Nhà biệt thự, liền kề",15,5.0,6.0
8.3 Tỷ,100,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,5,7.0,4.0
3.6 Tỷ,100,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,3.0
5.44 Tỷ,83,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Căn hộ chung cư,8,2.0,2.0
2.95 Tỷ,80,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà trong ngõ,3,2.0,1.0
2.3 Tỷ,42,"Phường Phước Mỹ, Quận Sơn Trà",Căn hộ chung cư,20,1.0,1.0
2.1 Tỷ,1220,"Phường Mỹ An, Quận Ngũ Hành Sơn",Căn hộ chung cư,7,2.0,
4.34 Tỷ,60,"Phường Hòa Cường Nam, Quận Hải Châu",Nhà mặt phố,5,3.0,3.0
4.35 Tỷ,60,"Phường Hòa Cường Nam, Quận Hải Châu",Nhà mặt phố,5,4.0,3.0
7 Tỷ,130,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,3.0
7.5 Tỷ,130,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,3.0
3 Tỷ,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Nhà mặt phố,6,3.0,2.0
7 Tỷ,182,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà mặt phố,7,4.0,3.0
42 Tỷ,292,"Phường Phước Mỹ, Quận Sơn Trà","Nhà biệt thự, Liền kề",11,11.0,11.0
4.2 Tỷ,106,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà mặt phố,5,4.0,
4 Tỷ,70,"Phường An Hải Đông, Quận Sơn Trà",Nhà trong ngõ,4,4.0,4.0
3.15 Tỷ,80,"Phường Hòa Minh, Quận Liên Chiểu",Nhà trong ngõ,4,,
2.4 Tỷ,72,"Phường Hòa An, Quận Cẩm Lệ",Nhà trong ngõ,6,3.0,2.0
9.2 Tỷ,100,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà mặt phố,5,,
3.55 Tỷ,100,"Phường Hòa Minh, Quận Liên Chiểu",Nhà mặt phố,5,4.0,
5.8 Tỷ,106,"Phường Hòa Thuận Tây, Quận Hải Châu",Nhà trong ngõ,6,3.0,
9 Tỷ,65,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,4,5.0,3.0
5 Tỷ,120,"Phường An Hải Đông, Quận Sơn Trà",Nhà mặt phố,5,,
16.2 Tỷ,137,"Phường Thanh Bình, Quận Hải Châu",Nhà mặt phố,8,6.0,5.0
4.7 Tỷ,110,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,5,3.0,1.0
3.99 Tỷ,72,"Phường Hòa Khê, Quận Thanh Khê",Nhà trong ngõ,6,3.0,3.0
3.6 Tỷ,100,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,
3.55 Tỷ,75,"Phường Thanh Khê Tây, Quận Thanh Khê",Nhà mặt phố,5,2.0,2.0
2.55 Tỷ,56,"Phường Hòa Minh, Quận Liên Chiểu",Nhà trong ngõ,8,2.0,2.0
2.55 Tỷ,56,"Phường Hòa Minh, Quận Liên Chiểu",Nhà trong ngõ,8,2.0,2.0
4.5 Tỷ,56,"Phường Thanh Khê Đông, Quận Thanh Khê","Nhà biệt thự, Liền kề",4,4.0,5.0
4.8 Tỷ,105,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Căn hộ chung cư,8,3.0,3.0
2.75 Tỷ,130,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",Nhà trong ngõ,4,3.0,2.0
1.85 Tỷ,72,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà mặt phố,4,2.0,1.0
3.75 Tỷ,100,", Quận Cẩm Lệ",Nhà mặt phố,5,3.0,2.0
4.2 Tỷ,80,"Phường Chính Gián, Quận Thanh Khê",Nhà trong ngõ,5,3.0,2.0
1.88 Tỷ,50,"Phường Hòa Khê, Quận Thanh Khê",Nhà trong ngõ,15,2.0,1.0
1.88 Tỷ,50,"Phường Hòa Khê, Quận Thanh Khê",Nhà trong ngõ,15,2.0,1.0
8.5 Tỷ,114,"Phường Vĩnh Trung, Quận Thanh Khê",Nhà mặt phố,3,4.0,2.0
17.5 Tỷ,1,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà mặt phố,10,3.0,3.0
3 Tỷ,80,"Phường Hòa An, Quận Cẩm Lệ",Nhà trong ngõ,5,3.0,2.0
3.1 Tỷ,81,"Phường Hòa Cường Nam, Quận Hải Châu",Nhà trong ngõ,10,2.0,1.0
2.5 Tỷ,145,"Phường Hòa An, Quận Cẩm Lệ",Nhà trong ngõ,6,2.0,1.0
6.3 Tỷ,72,"Phường Hòa Cường Nam, Quận Hải Châu",Nhà mặt phố,4,4.0,
3.43 Tỷ,65,"Phường Thanh Khê Đông, Quận Thanh Khê",Nhà trong ngõ,4,3.0,
3.25 Tỷ,63,"Phường Hòa Khê, Quận Thanh Khê",Nhà trong ngõ,3,3.0,
3.5 Tỷ,52,"Phường Thạch Thang, Quận Hải Châu",Nhà mặt phố,4,6.0,
4.2 Tỷ,110,"Phường Hòa An, Quận Cẩm Lệ",Nhà mặt phố,5,2.0,1.0
3.1 Tỷ,81,"Phường Hòa Cường Nam, Quận Hải Châu",Nhà trong ngõ,10,2.0,1.0
43 Tỷ,150,"Phường Phước Mỹ, Quận Sơn Trà",Nhà mặt phố,7,11.0,11.0
2.85 Tỷ,60,"Phường Bình Thuận, Quận Hải Châu",Nhà trong ngõ,4,2.0,2.0
6.5 Tỷ,100,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Nhà mặt phố,5,,
3.5 Tỷ,50,"Phường Hòa Thuận Tây, Quận Hải Châu",Nhà trong ngõ,5,3.0,
3.52 Tỷ,87,"Phường Hòa Khê, Quận Thanh Khê",Nhà trong ngõ,3,4.0,
3.15 Tỷ,75,"Phường Vĩnh Trung, Quận Thanh Khê",Nhà trong ngõ,4,4.0,4.0
4.2 Tỷ,110,"Phường Hòa An, Quận Cẩm Lệ",Nhà mặt phố,5,2.0,1.0
5.65 Tỷ,110,", Quận Hải Châu",Nhà trong ngõ,4,3.0,
600 Triệu,125,"Tất cả, Huyện Hòa Vang",Condotel,6,,
7.3 Tỷ,247,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Nhà mặt phố,10,,
4.5 Tỷ,80,"Phường Thanh Bình, Quận Hải Châu",Nhà trong ngõ,5,4.0,5.0
3.5 Tỷ,100,"Xã Hòa Phước, Huyện Hòa Vang",Nhà mặt phố,5,1.0,1.0
5.85 Tỷ,150,"Phường Hòa Hải, Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",7,1.0,1.0
5.6 Tỷ,93,"Phường An Hải Bắc, Quận Sơn Trà",Nhà mặt phố,5,3.0,2.0
3 Tỷ,54,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,4,,
3.36 Tỷ,56,"Phường Hòa Hiệp Nam, Quận Liên Chiểu",Căn hộ chung cư,7,1.0,1.0
5.4 Tỷ,140,"Phường Hòa Hiệp Nam, Quận Liên Chiểu","Nhà biệt thự, Liền kề",10,3.0,
3 Tỷ,65,"Phường Hòa Khê, Quận Thanh Khê",Nhà trong ngõ,4,2.0,1.0
3.33 Tỷ,90,"Phường Hòa An, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,2.0
3.4 Tỷ,64,"Phường Thạc Gián, Quận Thanh Khê",Nhà trong ngõ,4,4.0,
3.55 Tỷ,75,"Phường Hòa Phát, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,2.0
18 Tỷ,195,", Quận Hải Châu",Nhà mặt phố,6,17.0,17.0
860 Triệu,32,", Quận Hải Châu",Căn hộ chung cư,3,1.0,1.0
6 Tỷ,90,"Phường Hòa Minh, Quận Liên Chiểu",Nhà mặt phố,5,4.0,4.0
8 Tỷ,98,"Phường Phước Mỹ, Quận Sơn Trà",Nhà mặt phố,5,2.0,1.0
5.8 Tỷ,72,", Quận Hải Châu",Nhà mặt phố,4,3.0,2.0
150 Triệu,230,"Phường Hòa Quý, Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",12,,
4.8 Tỷ,68,"Phường Thạch Thang, Quận Hải Châu",Nhà trong ngõ,6,3.0,3.0
35 Tỷ,330,"Phường An Hải Đông, Quận Sơn Trà",Nhà mặt phố,81,,
3.5 Tỷ,50,"Phường Thạch Thang, Quận Hải Châu",Nhà mặt phố,4,6.0,
2.05 Tỷ,55,"Phường Thạc Gián, Quận Thanh Khê",Nhà trong ngõ,7,2.0,2.0
2.07 Tỷ,40,"Phường Hải Châu I, Quận Hải Châu",Nhà trong ngõ,4,3.0,2.0
2.65 Tỷ,70,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà trong ngõ,3,3.0,2.0
3.1 Tỷ,56,"Phường Hòa Khê, Quận Thanh Khê",Nhà trong ngõ,4,3.0,1.0
4.2 Tỷ,65,"Phường Hòa Cường Nam, Quận Hải Châu",Nhà mặt phố,5,2.0,2.0
30 Tỷ,300,"Phường Hòa Xuân, Quận Cẩm Lệ","Nhà biệt thự, Liền kề",15,,
30 Tỷ,300,"Phường Hòa Xuân, Quận Cẩm Lệ","Nhà biệt thự, Liền kề",15,,
3.65 Tỷ,70,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,
4.8 Tỷ,150,"Phường Hòa Hải, Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",15,4.0,2.0
6 Tỷ,70,"Phường Hải Châu I, Quận Hải Châu",Căn hộ chung cư,15,2.0,2.0
4 Tỷ,85,"Phường Hòa Thọ Đông, Quận Cẩm Lệ",Nhà mặt phố,5,4.0,
4.3 Tỷ,75,"Phường Thạc Gián, Quận Thanh Khê",Nhà trong ngõ,5,3.0,
1.85 Tỷ,72,"Phường Hòa Khánh Nam, Quận Liên Chiểu",Nhà mặt phố,4,2.0,1.0
539.4 Triệu,62,"Phường An Khê, Quận Thanh Khê",Nhà mặt phố,5,2.0,3.0
5.75 Tỷ,96,"Phường Hòa An, Quận Cẩm Lệ",Nhà mặt phố,5,5.0,5.0
16 Tỷ,110,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Nhà mặt phố,15,,
1.17 Tỷ,65,"Phường Hòa Minh, Quận Liên Chiểu",Nhà trong ngõ,5,2.0,1.0
3.5 Tỷ,77,"Phường Phước Ninh, Quận Hải Châu",Nhà trong ngõ,5,2.0,2.0
3.1 Tỷ,56,"Phường Vĩnh Trung, Quận Thanh Khê",Nhà trong ngõ,4,3.0,2.0
3.1 Tỷ,56,"Phường An Khê, Quận Thanh Khê",Nhà trong ngõ,4,2.0,2.0
169 Triệu,52,"Phường Hòa Minh, Quận Liên Chiểu",Nhà trong ngõ,7,3.0,3.0
2.5 Tỷ,70,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",Nhà trong ngõ,3,2.0,1.0
110 Triệu,70,"Phường Hải Châu I, Quận Hải Châu",Căn hộ chung cư,15,2.0,2.0
16.3 Tỷ,137,"Phường An Hải Đông, Quận Sơn Trà",Nhà mặt phố,8,3.0,3.0
30 Tỷ,300,"Phường Hòa Xuân, Quận Cẩm Lệ","Nhà biệt thự, Liền kề",15,,
30 Tỷ,300,"Phường Hòa Xuân, Quận Cẩm Lệ","Nhà biệt thự, Liền kề",15,,
30 Tỷ,300,"Phường Hòa Xuân, Quận Cẩm Lệ","Nhà biệt thự, Liền kề",15,,
30 Tỷ,300,"Phường Hòa Xuân, Quận Cẩm Lệ","Nhà biệt thự, Liền kề",15,,
3.4 Tỷ,100,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà trong ngõ,5,2.0,3.0
25 Tỷ,230,"Phường Hòa Quý, Quận Ngũ Hành Sơn","Nhà biệt thự, Liền kề",10,,
24.5 Tỷ,159,"Phường Bình Hiên, Quận Hải Châu",Nhà mặt phố,5,4.0,4.0
2.95 Tỷ,129,", Quận Liên Chiểu",Nhà trong ngõ,4,6.0,6.0
5.6 Tỷ,68,", Quận Hải Châu",Nhà mặt phố,4,3.0,2.0
3.5 Tỷ,70,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà mặt phố,5,3.0,2.0
4.9 Tỷ,127,"Xã Hòa Sơn, Huyện Hòa Vang",Nhà mặt phố,5,3.0,2.0
17.6 Tỷ,187,"Phường Hòa Thọ Tây, Quận Cẩm Lệ",Nhà mặt phố,8,4.0,4.0
2.1 Tỷ,108,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà trong ngõ,5,2.0,1.0
2.1 Tỷ,108,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Nhà trong ngõ,5,,
3.45 Tỷ,50,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà mặt phố,4,3.0,3.0
2.8 Tỷ,63,"Phường Phước Ninh, Quận Hải Châu",Nhà trong ngõ,4,2.0,2.0
115 Triệu,248,"Phường Hòa Xuân, Quận Cẩm Lệ",Nhà mặt phố,15,4.0,4.0
4.6 Tỷ,130,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà trong ngõ,4,3.0,3.0
5.2 Tỷ,110,"Phường Hòa Hải, Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,4.0
3.9 Tỷ,100,"Phường Hòa Hiệp Bắc, Quận Liên Chiểu",Nhà mặt phố,7,6.0,3.0
2100 Tỷ,100,"Phường Khuê Trung, Quận Cẩm Lệ",Nhà trong ngõ,5,2.0,1.0
4.6 Tỷ,90,"Phường Hòa Cường Bắc, Quận Hải Châu",Nhà mặt phố,4,3.0,3.0
6.7 Tỷ,90,"Phường Khuê Mỹ, Quận Ngũ Hành Sơn",Nhà mặt phố,5,4.0,3.0
3.9 Tỷ,260,", Quận Hải Châu",Nhà mặt phố,5,4.0,4.0
5.75 Tỷ,110,"Phường Hòa Thuận Tây, Quận Hải Châu",Nhà trong ngõ,4,3.0,4.0
5.95 Tỷ,56,"Phường Chính Gián, Quận Thanh Khê",Nhà mặt phố,4,4.0,4.0
4.2 Tỷ,152,"Phường Chính Gián, Quận Thanh Khê",Nhà mặt phố,8,3.0,3.0
870 Triệu,33,"Phường Bình Hiên, Quận Hải Châu",Căn hộ chung cư,2,1.0,1.0
