Diện tích (m^2),Khu vực,Mô tả vị trí,Mặt tiền (m),Số phòng ngủ,WC,Giá nhà (Tỷ)
85,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,2.0,2.0,2.0
180,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",9,4.0,3.0,12.0
85,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,3.0,3.0,1.7
80,Quận Cẩm Lệ,NHÀ MẶT PHỐ,5,3.0,3.0,3.25
43,Quận Ngũ Hành Sơn,CĂN HỘ CHUNG CƯ,10,1.5,1.0,2.0
60,Quận Sơn Trà,CĂN HỘ CHUNG CƯ,5,1.5,1.0,3.6
204,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,10,2.0,2.0,2.5
120,Quận Hải Châu,NHÀ MẶT PHỐ,4,4.0,4.0,16.0
120,Quận Hải Châu,NHÀ MẶT PHỐ,10,3.0,4.0,16.0
120,Quận Hải Châu,NHÀ MẶT PHỐ,10,4.0,4.0,16.0
204,Quận Ngũ Hành Sơn,"NHÀ BIỆT THỰ, LIỀN KỀ",10,3.0,3.0,7.59
73,Quận Cẩm Lệ,NHÀ MẶT PHỐ,4,2.0,2.0,4.2
71,Quận Liên Chiểu,CĂN HỘ CHUNG CƯ,10,2.0,2.0,0.076
124,Quận Cẩm Lệ,NHÀ TRONG NGÕ,5,3.0,2.0,2.15
50,Quận Hải Châu,NHÀ TRONG NGÕ,4,4.0,3.0,3.6
50,Quận Hải Châu,NHÀ TRONG NGÕ,6,3.0,3.0,4.5
180,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,9,3.0,3.0,0.2
90,Quận Thanh Khê,NHÀ MẶT PHỐ,5,3.0,3.0,6.3
204,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,10,5.5,7.0,4.8
75,Quận Thanh Khê,NHÀ TRONG NGÕ,5,4.0,5.0,4.3
52,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,3.0,4.65
60,Quận Hải Châu,NHÀ MẶT PHỐ,5,2.0,2.0,4.32
125,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,4.0,5.0,7.6
52,Quận Sơn Trà,NHÀ MẶT PHỐ,5,2.0,2.0,3.15
90,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,4.0,5.0,5.55
75,Quận Sơn Trà,NHÀ MẶT PHỐ,5,3.0,3.0,4.6
52,Quận Ngũ Hành Sơn,NHÀ MẶT PHỐ,5,2.0,2.0,3.15
90,Quận Sơn Trà,NHÀ MẶT PHỐ,5,2.0,2.0,4.6
60,Quận Liên Chiểu,NHÀ TRONG NGÕ,4,3.0,3.0,3.35
85,Quận Liên Chiểu,NHÀ MẶT PHỐ,5,2.0,2.0,3.99
32,Quận Hải Châu,NHÀ TRONG NGÕ,3,2.0,2.0,2.07
